# x1, y1, x2, y2
0.26183,-0.20085,0.23789,-0.19364
0.16055,-0.37399,0.17917,-0.39067
0.14225,0.17106,0.14215,0.14606
-0.31247,-0.03379,-0.32696,-0.01342
0.04267,0.31323,0.02011,0.32399
-0.12749,-0.29898,-0.13661,-0.27571
-0.12070,0.12736,-0.09895,0.13967
0.12257,0.15565,0.11980,0.13080
-0.37631,-0.38818,-0.37706,-0.36319
-0.14530,-0.24843,-0.13099,-0.26892
0.35660,-0.07154,0.37781,-0.08476
-0.25304,0.21294,-0.26620,0.19169
-0.37746,0.33920,-0.39873,0.32607
-0.41694,-0.24237,-0.41218,-0.21783
-0.15106,-0.30027,-0.16371,-0.27871
0.30986,0.09979,0.30448,0.07538
0.23990,-0.01281,0.22806,0.00921
0.18330,0.32213,0.16273,0.30791
-0.31974,-0.29836,-0.31311,-0.32247
-0.44462,0.01584,-0.43990,0.04039
0.18054,0.12047,0.15670,0.12800
-0.31828,0.20262,-0.32257,0.22724
0.18330,0.32213,0.20690,0.33038
0.38565,-0.42261,0.41023,-0.41804
-0.23798,0.13089,-0.21841,0.14645
-0.41694,-0.24237,-0.44185,-0.24035
-0.44462,0.01584,-0.44801,-0.00893
-0.34553,0.22948,-0.37047,0.23125
0.20690,0.33038,0.22905,0.34196
0.41023,-0.41804,0.38921,-0.43157
0.22905,0.34196,0.21668,0.32024
0.38565,-0.42261,0.38966,-0.44729
-0.12070,0.12736,-0.11069,0.10445
0.01699,-0.40489,0.01808,-0.37992
-0.41218,-0.21783,-0.41548,-0.24261
0.07758,0.19903,0.06202,0.17946
0.22905,0.34196,0.21017,0.32558
0.02011,0.32399,-0.00043,0.33824
-0.00043,0.33824,0.00231,0.31339
0.06202,0.17946,0.04576,0.19845
0.22905,0.34196,0.25320,0.34843
-0.00043,0.33824,0.00155,0.36316
0.33776,-0.43700,0.36257,-0.43389
-0.12150,-0.17753,-0.13671,-0.15768
0.25320,0.34843,0.22983,0.33957
0.04267,0.31323,0.01926,0.30445
0.00155,0.36316,0.01473,0.34192
0.25320,0.34843,0.23005,0.33899
0.41023,-0.41804,0.40953,-0.44303
0.25320,0.34843,0.22937,0.34088
0.01699,-0.40489,0.00388,-0.42618
-0.29328,-0.01777,-0.31459,-0.00470
-0.33226,0.39540,-0.31213,0.38058
0.25320,0.34843,0.23018,0.33868
0.21813,-0.42702,0.21926,-0.40205
-0.32625,0.25807,-0.30204,0.25185
0.33481,0.09828,0.33167,0.07347
0.25320,0.34843,0.27453,0.36147
0.27453,0.36147,0.25734,0.34332
-0.39183,-0.44660,-0.37979,-0.46851
-0.41144,-0.34489,-0.43031,-0.32849
-0.41218,-0.21783,-0.40606,-0.24207
0.31880,-0.00902,0.31727,-0.03397
0.38966,-0.44729,0.39954,-0.42433
0.27453,0.36147,0.25421,0.37603
0.12139,-0.31037,0.10801,-0.33149
0.21668,0.32024,0.19668,0.33524
0.09740,-0.22634,0.09023,-0.20240
-0.12326,0.02802,-0.13211,0.05140
0.22531,-0.03311,0.20073,-0.02854
0.27453,0.36147,0.29516,0.37559
0.29516,0.37559,0.27495,0.36088
-0.29328,-0.01777,-0.31587,-0.00708
-0.20455,-0.09998,-0.22881,-0.09393
0.19070,0.07692,0.21526,0.08157
0.42098,0.01235,0.43007,0.03564
0.40953,-0.44303,0.43410,-0.44766
0.25734,0.34332,0.23461,0.33290
0.25734,0.34332,0.23704,0.35791
-0.34930,0.04149,-0.33891,0.06423
-0.33226,0.39540,-0.33023,0.42032
0.25421,0.37603,0.25759,0.40080
-0.44801,-0.00893,-0.45248,0.01566
0.29516,0.37559,0.27542,0.36026
0.02312,-0.29515,0.04727,-0.30161
-0.41218,-0.21783,-0.41990,-0.24160
0.33481,0.09828,0.35790,0.08868
-0.16523,0.07331,-0.18962,0.06782
-0.33023,0.42032,-0.35368,0.41167
0.21926,-0.40205,0.22695,-0.37826
0.13513,-0.08238,0.15985,-0.07866
0.37781,-0.08476,0.35592,-0.07270
0.05610,-0.10326,0.06629,-0.12609
0.16509,-0.15348,0.16714,-0.17840
0.06433,0.30074,0.08761,0.29163
-0.13929,-0.19778,-0.14919,-0.17482
-0.41218,-0.21783,-0.43151,-0.23367
-0.35368,0.41167,-0.37739,0.41962
0.30448,0.07538,0.29751,0.09939
-0.01111,-0.17555,-0.00187,-0.19878
0.37781,-0.08476,0.36262,-0.06491
0.37781,-0.08476,0.38604,-0.06116
0.15985,-0.07866,0.18426,-0.07323
-0.17811,0.05042,-0.17158,0.07455
0.29516,0.37559,0.31692,0.38791
-0.32625,0.25807,-0.35112,0.26064
0.31692,0.38791,0.33905,0.39953
-0.03021,-0.15943,-0.01363,-0.14072
-0.31213,0.38058,-0.33688,0.38417
0.33905,0.39953,0.32332,0.41897
-0.24201,-0.29372,-0.22681,-0.31357
0.28486,0.10000,0.30163,0.08146
-0.35231,0.01668,-0.36669,-0.00378
-0.37047,0.23125,-0.35400,0.25006
0.28486,0.10000,0.29670,0.07798
-0.04814,-0.30830,-0.02493,-0.29900
-0.41218,-0.21783,-0.40658,-0.19346
0.04576,0.19845,0.02128,0.20351
0.21244,-0.22130,0.19777,-0.20105
0.18426,-0.07323,0.17315,-0.09563
-0.40658,-0.19346,-0.42796,-0.20643
0.43007,0.03564,0.45222,0.04725
0.32695,-0.41446,0.32898,-0.43938
0.21813,-0.42702,0.19952,-0.44372
0.28002,-0.40331,0.29988,-0.41849
-0.30895,0.31688,-0.30055,0.34043
0.37781,-0.08476,0.36077,-0.06647
-0.22742,0.16893,-0.25033,0.15893
0.00155,0.36316,-0.00177,0.38794
0.32695,-0.41446,0.31805,-0.43783
-0.00177,0.38794,-0.02676,0.38860
0.05610,-0.10326,0.03110,-0.10353
0.33905,0.39953,0.32485,0.42011
0.05610,-0.10326,0.06296,-0.12730
0.33905,0.39953,0.35947,0.41395
0.35947,0.41395,0.33744,0.40213
-0.19344,-0.04529,-0.16855,-0.04299
-0.15985,-0.04380,-0.14114,-0.02721
0.35947,0.41395,0.38265,0.42332
0.00388,-0.42618,-0.00616,-0.44907
-0.15834,-0.22710,-0.18313,-0.23033
0.41023,-0.41804,0.39511,-0.43795
-0.43031,-0.32849,-0.40637,-0.32127
0.11854,-0.38260,0.14092,-0.37147
0.01808,-0.37992,0.00724,-0.40245
0.38265,0.42332,0.35787,0.42002
0.31805,-0.43783,0.33878,-0.42385
-0.44801,-0.00893,-0.42362,-0.00342
0.02128,0.20351,0.00077,0.21781
-0.22963,-0.41309,-0.21037,-0.39715
-0.31828,0.20262,-0.31279,0.22701
-0.31213,0.38058,-0.31632,0.35593
0.25759,0.40080,0.23596,0.41333
-0.33023,0.42032,-0.31324,0.40197
-0.37979,-0.46851,-0.35479,-0.46851
0.38265,0.42332,0.35955,0.41376
0.11706,-0.01111,0.12327,0.01311
-0.09895,0.13967,-0.10889,0.16261
0.20346,0.17280,0.17945,0.16584
-0.36951,-0.38703,-0.37787,-0.36347
0.25599,-0.41021,0.23782,-0.42739
0.38265,0.42332,0.36601,0.44197
0.38265,0.42332,0.36267,0.40829
0.31692,0.38791,0.33147,0.36758
-0.00616,-0.44907,0.01733,-0.44050
0.01926,0.30445,0.01078,0.28093
-0.02676,0.38860,-0.04612,0.40442
-0.37739,0.41962,-0.36767,0.44265
0.07392,-0.13580,0.08995,-0.11661
0.41023,-0.41804,0.39483,-0.43774
0.11015,-0.08153,0.08621,-0.07431
0.20690,0.33038,0.19107,0.34973
-0.29328,-0.01777,-0.30336,0.00510
0.20346,0.17280,0.18168,0.18506
0.23596,0.41333,0.22245,0.43436
0.13510,0.08573,0.11121,0.07835
-0.12326,0.02802,-0.11071,0.04964
0.36601,0.44197,0.38458,0.45871
-0.39873,0.32607,-0.37701,0.33845
-0.00177,0.38794,-0.02608,0.38208
0.05577,-0.15299,0.08053,-0.14953
0.22245,0.43436,0.23762,0.41449
-0.37047,0.23125,-0.35322,0.24935
-0.31974,-0.29836,-0.32934,-0.32144
-0.25220,0.04494,-0.24138,0.02240
0.19107,0.34973,0.20471,0.32878
-0.31324,0.40197,-0.33711,0.39453
0.45222,0.04725,0.46047,0.07084
-0.36879,-0.41202,-0.36276,-0.38776
0.38458,0.45871,0.40768,0.44916
-0.39873,0.32607,-0.37899,0.34141
0.23571,-0.05584,0.22072,-0.03584
0.46047,0.07084,0.43888,0.05824
0.06202,0.17946,0.04659,0.19913
0.15904,0.09291,0.15932,0.11791
0.40768,0.44916,0.38639,0.43605
-0.02608,0.38208,-0.04569,0.36658
0.10301,0.23375,0.12459,0.24638
0.01733,-0.44050,0.00272,-0.46079
0.38265,0.42332,0.40429,0.41080
-0.33891,0.06423,-0.36087,0.05229
-0.33023,0.42032,-0.30695,0.42944
-0.34454,-0.38584,-0.32079,-0.39365
-0.43031,-0.32849,-0.40895,-0.34149
-0.43325,-0.44010,-0.41477,-0.45694
-0.10889,0.16261,-0.11511,0.18682
0.20346,0.17280,0.18510,0.15584
0.40768,0.44916,0.39804,0.42609
0.40768,0.44916,0.38269,0.44846
0.23571,-0.05584,0.22757,-0.03220
0.01078,0.28093,0.02504,0.30147
0.29751,0.09939,0.29023,0.07547
-0.04612,0.40442,-0.02203,0.39776
0.37781,-0.08476,0.39291,-0.10469
0.22245,0.43436,0.23835,0.41507
0.38565,-0.42261,0.38213,-0.39786
-0.12326,0.02802,-0.10031,0.01809
-0.42362,-0.00342,-0.41647,-0.02738
0.40429,0.41080,0.42928,0.41177
0.42928,0.41177,0.45422,0.41345
-0.22881,-0.09393,-0.20723,-0.08130
0.20346,0.17280,0.18937,0.15215
0.40768,0.44916,0.42639,0.46574
-0.36879,-0.41202,-0.39188,-0.40244
-0.15671,-0.27592,-0.16988,-0.25467
-0.45248,0.01566,-0.42764,0.01278
-0.00177,0.38794,-0.02666,0.39030
0.39291,-0.10469,0.38096,-0.08273
0.34822,-0.02859,0.36251,-0.00808
-0.43151,-0.23367,-0.45096,-0.21795
-0.43990,0.04039,-0.46217,0.05173
0.40768,0.44916,0.42166,0.42843
0.08384,-0.11285,0.09699,-0.13411
-0.37787,-0.36347,-0.35674,-0.37683
0.18389,0.09570,0.16082,0.08607
-0.37047,0.23125,-0.35502,0.25090
0.36601,0.44197,0.37189,0.41767
-0.13661,-0.27571,-0.13856,-0.25078
-0.12070,0.12736,-0.13605,0.14709
-0.00177,0.38794,-0.01089,0.36466
0.38639,0.43605,0.38833,0.41112
0.15670,0.12800,0.13253,0.13442
0.42098,0.01235,0.43327,-0.00942
-0.20770,-0.42510,-0.21510,-0.44898
0.45422,0.41345,0.47138,0.43163
-0.14919,-0.17482,-0.17095,-0.16251
0.41023,-0.41804,0.42309,-0.39660
-0.40606,-0.24207,-0.42673,-0.22800
-0.46217,0.05173,-0.46653,0.07635
-0.37739,0.41962,-0.40011,0.40919
-0.13605,0.14709,-0.11899,0.12882
-0.01111,-0.17555,-0.03218,-0.18900
0.45422,0.41345,0.46162,0.38957
0.42639,0.46574,0.40368,0.45528
-0.40011,0.40919,-0.37836,0.42152
0.21668,0.32024,0.23286,0.30118
-0.13099,-0.26892,-0.14128,-0.29170
0.46162,0.38957,0.45721,0.41418
0.12327,0.01311,0.14613,0.02322
-0.19491,-0.29442,-0.20293,-0.31810
-0.22742,0.16893,-0.20649,0.18261
0.33147,0.36758,0.34021,0.39100
-0.02173,-0.28414,-0.00876,-0.30551
0.47138,0.43163,0.46744,0.40695
0.33147,0.36758,0.33991,0.34404
-0.42796,-0.20643,-0.43348,-0.23081
0.47138,0.43163,0.44947,0.41958
0.18991,0.03652,0.16901,0.02280
-0.46653,0.07635,-0.46268,0.10106
0.17237,0.13854,0.15339,0.12227
-0.21510,-0.44898,-0.19311,-0.43710
0.11121,0.07835,0.13477,0.08673
-0.33023,0.42032,-0.32270,0.39648
0.35790,0.08868,0.35332,0.11326
-0.46268,0.10106,-0.46108,0.07611
-0.02203,0.39776,-0.03104,0.37444
0.42309,-0.39660,0.41458,-0.42011
-0.20594,0.09516,-0.19162,0.11566
-0.43031,-0.32849,-0.45531,-0.32879
0.22245,0.43436,0.20462,0.45188
-0.35808,0.32341,-0.36854,0.30071
-0.45096,-0.21795,-0.46124,-0.19517
0.33991,0.34404,0.31499,0.34202
-0.18313,-0.23033,-0.15920,-0.23754
0.01733,-0.44050,-0.00725,-0.44507
0.38833,0.41112,0.36883,0.39548
0.42166,0.42843,0.41434,0.40453
0.42639,0.46574,0.42693,0.49073
-0.18160,0.05441,-0.18219,0.02942
-0.41647,-0.02738,-0.40535,-0.00499
-0.04569,0.36658,-0.07048,0.36979
-0.13976,-0.05868,-0.11479,-0.05980
-0.37047,0.23125,-0.34697,0.23979
-0.03021,-0.15943,-0.01015,-0.17434
-0.37701,0.33845,-0.40086,0.33095
0.11706,-0.01111,0.13451,0.00679
-0.36854,0.30071,-0.36510,0.32547
0.27673,0.00873,0.26973,-0.01527
0.23571,-0.05584,0.22129,-0.07627
0.43410,-0.44766,0.43114,-0.47248
-0.24201,-0.29372,-0.22026,-0.30604
0.46047,0.07084,0.46875,0.04725
0.32485,0.42011,0.31750,0.44401
0.24861,0.07254,0.27201,0.06375
-0.04612,0.40442,-0.06915,0.41416
-0.40658,-0.19346,-0.40636,-0.16846
0.39804,0.42609,0.37633,0.43849
0.19952,-0.44372,0.21964,-0.42888
0.01078,0.28093,0.03390,0.29045
0.22129,-0.07627,0.24471,-0.08502
0.35332,0.11326,0.33827,0.09330
-0.07048,0.36979,-0.09543,0.37139
0.03701,-0.16683,0.04539,-0.14328
0.17917,-0.39067,0.16318,-0.37145
0.09363,0.18872,0.10889,0.20852
0.42693,0.49073,0.41213,0.51088
0.19107,0.34973,0.21464,0.35807
-0.11479,-0.05980,-0.11526,-0.08480
0.38213,-0.39786,0.40190,-0.41317
0.43114,-0.47248,0.44764,-0.49126
0.12327,0.01311,0.12297,-0.01189
-0.07939,-0.08526,-0.10232,-0.09523
0.39291,-0.10469,0.37388,-0.08848
-0.45531,-0.32879,-0.45643,-0.30381
0.47138,0.43163,0.45769,0.41071
-0.34286,-0.30785,-0.31818,-0.31183
-0.02203,0.39776,-0.01100,0.42020
0.40368,0.45528,0.40654,0.43044
0.42693,0.49073,0.44355,0.47206
-0.31213,0.38058,-0.28728,0.38325
0.39291,-0.10469,0.36801,-0.10242
-0.46268,0.10106,-0.47247,0.07805
-0.40658,-0.19346,-0.43058,-0.20046
-0.17162,0.01297,-0.16670,0.03748
-0.44801,-0.00893,-0.44105,0.01508
-0.21510,-0.44898,-0.22927,-0.46958
0.09195,-0.34416,0.09975,-0.32041
-0.40171,0.02337,-0.39417,-0.00047
-0.10031,0.01809,-0.12079,0.03243
0.01733,-0.44050,-0.00599,-0.44952
-0.41990,-0.24160,-0.40948,-0.21888
-0.40086,0.33095,-0.42185,0.34453
0.35844,-0.02344,0.33404,-0.01801
0.13696,-0.36570,0.12023,-0.38427
-0.37047,0.23125,-0.36288,0.25507
-0.31324,0.40197,-0.33804,0.39883
0.36257,-0.43389,0.33759,-0.43284
-0.40011,0.40919,-0.38237,0.39156
-0.22034,-0.33878,-0.24104,-0.35279
0.31805,-0.43783,0.31557,-0.41295
-0.09543,0.37139,-0.11644,0.35784
0.42309,-0.39660,0.44809,-0.39609
0.20346,0.17280,0.18800,0.15316
0.44809,-0.39609,0.45395,-0.37179
-0.36767,0.44265,-0.34320,0.44780
0.47138,0.43163,0.46849,0.45647
0.42639,0.46574,0.42122,0.49020
0.38966,-0.44729,0.39807,-0.42375
0.39291,-0.10469,0.41773,-0.10762
0.19952,-0.44372,0.17962,-0.42859
0.00413,-0.38346,0.01056,-0.35930
0.23286,0.30118,0.24156,0.32462
0.16587,0.04338,0.16176,0.06804
-0.11069,0.10445,-0.10116,0.12756
-0.18210,-0.16075,-0.16653,-0.18031
0.28098,-0.42829,0.27457,-0.45245
0.46162,0.38957,0.46888,0.36565
-0.10575,-0.26632,-0.13013,-0.26081
0.24156,0.32462,0.21817,0.33345
-0.33023,0.42032,-0.31836,0.39831
-0.37047,0.23125,-0.39547,0.23109
-0.28712,0.03780,-0.26349,0.02964
-0.09895,0.13967,-0.11745,0.12286
0.38213,-0.39786,0.36495,-0.37971
0.44355,0.47206,0.44917,0.44770
-0.03913,-0.31498,-0.04681,-0.29119
0.38565,-0.42261,0.41017,-0.41775
-0.22881,-0.09393,-0.20979,-0.07770
-0.30695,0.42944,-0.29692,0.45234
-0.18495,0.10875,-0.16961,0.08902
0.44947,0.41958,0.43542,0.39891
-0.01100,0.42020,-0.03154,0.40593
0.42639,0.46574,0.41856,0.48948
-0.46124,-0.19517,-0.46607,-0.17064
0.26046,0.09455,0.27272,0.07277
-0.07939,-0.08526,-0.09743,-0.10257
-0.45531,-0.32879,-0.45977,-0.35338
0.46047,0.07084,0.45939,0.09582
-0.40171,0.02337,-0.40198,-0.00163
0.00272,-0.46079,0.00654,-0.43609
0.24471,-0.08502,0.26971,-0.08455
0.19777,-0.20105,0.18463,-0.22232
-0.23798,0.13089,-0.21680,0.14417
-0.18210,-0.16075,-0.19243,-0.18352
0.16683,0.14138,0.16696,0.16638
-0.22881,-0.09393,-0.23099,-0.11883
-0.36854,0.30071,-0.35746,0.27830
0.31692,0.38791,0.29192,0.38816
-0.37979,-0.46851,-0.35529,-0.46356
-0.06915,0.41416,-0.06980,0.38917
0.13696,-0.36570,0.12635,-0.38833
0.47138,0.43163,0.45779,0.45262
0.18054,0.12047,0.15555,0.12129
0.41773,-0.10762,0.40217,-0.08806
0.05527,-0.29017,0.05907,-0.31488
-0.22927,-0.46958,-0.20610,-0.47896
0.19354,-0.00299,0.17908,0.01740
-0.19311,-0.43710,-0.21670,-0.44536
0.41773,-0.10762,0.39835,-0.12341
0.46849,0.45647,0.45751,0.43401
0.21244,-0.22130,0.21263,-0.19630
0.40368,0.45528,0.39182,0.43327
0.45395,-0.37179,0.44629,-0.39558
0.47138,0.43163,0.44713,0.42555
0.17315,-0.09563,0.18697,-0.11646
-0.12749,-0.29898,-0.13444,-0.27497
0.42928,0.41177,0.45328,0.40480
0.38966,-0.44729,0.38245,-0.47123
0.39835,-0.12341,0.41298,-0.14369
0.45422,0.41345,0.46453,0.39068
-0.40011,0.40919,-0.38941,0.43178
0.30598,-0.42808,0.30272,-0.40330
0.41298,-0.14369,0.42405,-0.12128
0.30986,0.09979,0.30189,0.07609
-0.45784,-0.44460,-0.43395,-0.45198
0.36601,0.44197,0.39081,0.43882
-0.35479,-0.46851,-0.37349,-0.45191
-0.45977,-0.35338,-0.46348,-0.32866
-0.44801,-0.00893,-0.46540,-0.02689
0.45939,0.09582,0.44730,0.07394
-0.45531,-0.32879,-0.47563,-0.34334
-0.39547,0.23109,-0.42029,0.22808
0.41298,-0.14369,0.40662,-0.11951
-0.20610,-0.47896,-0.21917,-0.50027
-0.18572,-0.03992,-0.19565,-0.06286
0.18534,-0.37074,0.17633,-0.39406
-0.06475,-0.10552,-0.04119,-0.09718
0.44917,0.44770,0.47156,0.45882
0.45939,0.09582,0.43496,0.10112
0.09740,-0.22634,0.07407,-0.23532
0.41298,-0.14369,0.43633,-0.13477
0.24087,-0.01011,0.21691,-0.00296
0.33991,0.34404,0.34008,0.31905
-0.00599,-0.44952,0.00921,-0.42967
-0.06915,0.41416,-0.09264,0.42271
0.11121,0.07835,0.13404,0.08854
0.18534,-0.37074,0.19566,-0.39350
0.00077,0.21781,0.02570,0.21974
0.46744,0.40695,0.49191,0.40186
0.28486,0.10000,0.29073,0.07570
0.41298,-0.14369,0.40483,-0.16733
-0.09264,0.42271,-0.09696,0.44734
-0.44185,-0.24035,-0.46629,-0.24563
0.20462,0.45188,0.22328,0.46851
0.20749,0.01775,0.22623,0.03431
-0.33891,0.06423,-0.32348,0.08391
-0.31632,0.35593,-0.31900,0.38078
0.09195,-0.34416,0.06752,-0.33887
-0.02608,0.38208,-0.00144,0.37785
-0.36767,0.44265,-0.36349,0.41800
0.01473,0.34192,-0.00855,0.33281
0.47138,0.43163,0.44669,0.43560
0.44355,0.47206,0.44060,0.44723
-0.34320,0.44780,-0.35857,0.42808
-0.36087,0.05229,-0.35706,0.02758
-0.46607,-0.17064,-0.47607,-0.19356
-0.15985,-0.04380,-0.16106,-0.06877
-0.35479,-0.46851,-0.37338,-0.45179
-0.42185,0.34453,-0.39733,0.33964
0.44764,-0.49126,0.46934,-0.47886
-0.21654,-0.34726,-0.24098,-0.35252
0.46849,0.45647,0.45653,0.47842
